SegmenID,Sentimen,Label_Teks,Label_Multimodal,nota serena on neutral label,
wHyhKWaMuFQ - 3,"itu kite punye anak syurge, so kite kene baanyak sabar",1,1,,
wHyhKWaMuFQ - 4,ade hari kite pun....tak terlarat jugak,-1,-1,,
wHyhKWaMuFQ - 5,ade hari kite pun ade ups and downs kite,-1,0,2/3 neutral (with 1 inbetween),
wHyhKWaMuFQ - 6,"Noah die berkawan, tetapi care die...approach people agak...pelik",-1,-1,,
wHyhKWaMuFQ - 7,care die bertegur...staf tu...pelik,-1,-1,,
EqcnR_BOvGg - 1,"yah adelah beberape sikit masalah, dan...aku..terpakselah hantar",-1,-1,,
EqcnR_BOvGg - 2,"pakai, yah kene pakai full PPE lah untuk....elak daripade..terjangkit",1,1,,
EqcnR_BOvGg - 3,tapi mak aku ni jenis aah.....taknak,-1,-1,,
EqcnR_BOvGg - 4,"taknak panggil ambulans sebab, yeah ambulan datangkan, bising, kan",-1,0,,
EqcnR_BOvGg - 5,"aa so die macam....aku tak tau, die mungkin aa taknak bagi jiran die risau je lah",1,1,,
EqcnR_BOvGg - 6,"die taknak bagi jiran dia takut, jiran die risau sebab, ade, positif dekat aah area rumah diorang, aa area rumah tu lah",1,1,,
EqcnR_BOvGg - 7,so..ah dekat sini cerite die..seram sikit lah,-1,-1,,
EqcnR_BOvGg - 8,"so..time tu, yah..nak buat macam mana, aku....terpakse pegang je lah",-1,-1,,
EqcnR_BOvGg - 9,"close, ape, dah bukan kontek rapat dah, kon- kontek rapat giler ah [ketawa]",0,0,,
EqcnR_BOvGg - 10,"aku buat sebab, ye lah, aku pun nak keluar jugak, nak beli barang ape sume",0,0,,
EqcnR_BOvGg - 11,"aku rase, aku memang negatif ah sebab takde simptom langung",1,1,,
EqcnR_BOvGg - 12,"aku tak sedap hati, ye ah sebab aku dah memang rapat giler dengan mak aku, pegang sume",-1,-1,,
EqcnR_BOvGg - 13,"kalau aku rase aku sehat, tapi sebenarnye aku bawak Covid tu..lagi bahaye sebab aku akan pergi semua tempat",-1,-1,,
EqcnR_BOvGg - 14,"dak, ni kali ke lime aku cucuk eh, giler ah kali ke lime siut",-1,-1,,
EqcnR_BOvGg - 15,"jadi, aku punye, tekaan tu betul lah",1,1,,
EqcnR_BOvGg - 16,"so ape yang aku rase ni betul lah, aku terjangkiti semase hanta mak aku pegi hospital Sungai Buloh tu",-1,-1,,
EqcnR_BOvGg - 17,"so aku tak tahu lah aku punye..tindak balas, aku punye..antibody macam mane",-1,-1,,
EqcnR_BOvGg - 18,"korang jangan salah faham, walaupun korang...full vaksin..korang still aa akan terjangkiti daripade Covid",-1,-1,,
EqcnR_BOvGg - 19,"korang punye badan....lainlah sebab, lain orang lain die punye tindak balas...vaksin tu",0,0,,
EqcnR_BOvGg - 20,"bagi yang belom register vaksin, cepat-cepatlah register",1,1,,
EqcnR_BOvGg - 21,but jangan risau..aa tak silap bulan ni bulan Julai...Malaysia akan masuk..bape..juta lagi eh vaksin,1,1,,
EqcnR_BOvGg - 22,"dan Alhamdulillah, takde ape-ape simptom yang terok",1,1,,
EqcnR_BOvGg - 23,korang boleh tengok aku still membebel macam ni [ketawa],0,1,,
EqcnR_BOvGg - 24,so guys......aa cepat-cepat...amik vaksin,1,1,,
UiZKdPehrUA - 1,aa haritu kena cucuk memang tak boleh tidoq,-1,-1,,
UiZKdPehrUA - 2,"harini cucuk biase lah, lebih bersemangat",1,1,,
UiZKdPehrUA - 3,"saye kene cucuk effect die lebih..[ketawa], lebih bersemangat",1,1,,
UiZKdPehrUA - 4,"takpe, kite- kite cube, malam kite cube sekejap",1,0,,
UiZKdPehrUA - 5,"saye bace kot- aaa..fiksyen ni, cume saye tak minat",-1,-1,,
UiZKdPehrUA - 6,"jadi, saye bace ta- aaaa tapi saye akan bace secare cepat",0,0,,
UiZKdPehrUA - 7,"tengok cerite, saye takkan tengok daripade awaal, tengooookkkk sampai abis",0,0,,
UiZKdPehrUA - 8,"tokleh buat ape lah Warwick of Florence..nak buat macam mane kan, dah die koyak, tak boleh nak buat ape lah",-1,-1,,
UiZKdPehrUA - 9,kite perluu ade satuu keter- ape yeh.....keterampilan baru didalam dunie sosial,1,1,,
UiZKdPehrUA - 10,kite menghadapi pembulian sosial,-1,-1,,
UiZKdPehrUA - 11,orang ramai membuli kite,-1,-1,,
UiZKdPehrUA - 12,jadi kite kene pastikan bende tu kite dapat hadapi di dalam cabaran..dakwah secara media sosial,1,1,,
UiZKdPehrUA - 13,dakwah secare luar tak same macam dakwah secare dalam,0,0,,
UiZKdPehrUA - 14,dakwah secara media sosial ni cukup-cukup berbeze,0,0,,
UiZKdPehrUA - 15,"orang yang komen kite mungkin die..kritik kite, mungkin dia nak improvement daripade kite",1,1,,
UiZKdPehrUA - 16,"semue video kite ade saje orang yang hate, tapi tengok..yang mane yang...aa banyak",1,0,,
UiZKdPehrUA - 17,yang likers banyak....so maksudnye video kite tu ade manfaat,1,1,,
UiZKdPehrUA - 18,"kalau haters banyak itu maksudnye, memang ade problem daripade sudut, kite punye menyampaian",-1,-1,,
UiZKdPehrUA - 19,so kite sendiri kene buat..aa aa improvement,1,1,,
UiZKdPehrUA - 20,pada sudut nak hadapi tu kite kene siap sedie,1,1,,
UiZKdPehrUA - 21,"aa saye sentiase bagi saranan kepade a para ustad-ustad kite yang masuk dalam dunie sosial ni, kite jangan..terlalu layan sangat komen",1,1,,
UiZKdPehrUA - 22,"jangan terlalu sangat tengok Facebook, dalam notification tuu, aa itu akan mengganggu kerje-kerje dakwah",1,-1,,
UiZKdPehrUA - 23,"kite tahu Youtubers, perkare yang paling utame adalah....consistent",1,1,,
UiZKdPehrUA - 24,"kalau awak tak consistent, awak jangan jadi Youtubers",-1,-1,,
UiZKdPehrUA - 25,"saye mintak maaf kepade sahabat-sahabat sebab buku Sahih al-Bukhari, ta- bukan buku Sahih al-Bukhari je, semua buku kite tak dapat dihantar lagi buat mase ni",-1,-1,,
UiZKdPehrUA - 26,saye mintak maaf disebabkan tak dapat hantar dengan segere,-1,-1,,
UiZKdPehrUA - 27,"buku percume, kan, buku percume tu...saye nak mintak maaf saje tu maksudnye, saye nak mintak maaf",1,1,,
UiZKdPehrUA - 28,"yang tuu waktu tak kawen, tak kawen janganla banding ngan orang yang da kawennn",-1,-1,,
UiZKdPehrUA - 29,"rasuah ni, sameade kecik atau besa, rasuah adelah tetap rasuah",0,-1,,
UiZKdPehrUA - 30,mane nak carik choi...kalau setiap bulan macam tu..dengan duit kete pun dah dua ribu lebih,-1,-1,,
UiZKdPehrUA - 31,"agak berat lah, sangat berat dah, sangat berat dah, terlalu berat, terlalu berat",-1,-1,,
UiZKdPehrUA - 32,cume saye..aa risau pade isuu..aa aa internet saje,-1,-1,,
UiZKdPehrUA - 33,"internet susah sket kat situ, tapi saye harap, saye harap bagos lah",1,1,,
UiZKdPehrUA - 34,"aa takpe...aa carik korek sume duit ada takpe, KWSP apa ka yang ada",0,1,,
UiZKdPehrUA - 35,"jadi kalau Fatihah tak baca, yang tu masalah",-1,-1,,
UiZKdPehrUA - 36,aaa ape ni saya nak puji sikit la,1,1,,
UiZKdPehrUA - 37,"nasi arab tu...memang padu aa, saye suke betul la",1,1,,
UiZKdPehrUA - 38,"nasi tu dah la sedap, berkualiti",1,1,,
UiZKdPehrUA - 39,"saye syok tu, saye bagi pujian thumbs up",1,1,,
UiZKdPehrUA - 40,saye memang takde duit..tapi saye nak buat rumah,0,0,,
UiZKdPehrUA - 41,setiap tempat mempunyai kelebihan yang berbeze,0,1,,
UiZKdPehrUA - 42,ade orang ramai minat nak masuk ke Universiti Islam Madinah,1,1,,
UiZKdPehrUA - 43,boleh pegi umrah haji dengan mudah,1,1,,
UiZKdPehrUA - 44,awak mohon belum tentu awak dapat tempat,-1,-1,,
UiZKdPehrUA - 45,dulu nak pegi Maghribi cukup mudah,1,1,,
UiZKdPehrUA - 46,"takkan awak target C, target C dapat D nanti mampuih",-1,-1,,
UiZKdPehrUA - 47,dan jangan......abaikan subjek-subjek aa selain pade pengajian islam jugak,1,1,,
UiZKdPehrUA - 48,kene pandai..[tepuk] bab SPM,1,1,,
UiZKdPehrUA - 49,"kadang-kadang bukan ape tau, die memang tak tahu",-1,-1,,
UiZKdPehrUA - 50,"saye rase ustad Don mungkin ade beberape perkare memang die tak tahu, jadi die mamang tak tahu",-1,-1,,
UiZKdPehrUA - 51,tapi saye fikir Ustad Don antare yang bagos jugak lah,1,1,,
UiZKdPehrUA - 52,"saye tengok dah video tu, ade bende yang positif ade negatif, tapi cume ya-, kite amik yang positif",1,1,,
UiZKdPehrUA - 53,"sebab lagi satu, follower followers kite ni..kadang-kadang garang sangat",-1,-1,,
UiZKdPehrUA - 54,"bile bace komen, Ya Allah, sedih bile bace",-1,-1,,
UiZKdPehrUA - 55,supaye kite taknak wujud golongan-golongan pentaksub,1,1,,
UiZKdPehrUA - 56,"dan golongan pentaksub yang sikit-sikit die ni Wahabi, kite taknak yang tu",1,1,,
UiZKdPehrUA - 57,kite nak kite melihat setiap orang itu dengan...dengan dengan dengan content ilmu,1,1,,
UiZKdPehrUA - 58,perlu kite tengok dan perlu kite hadapi,1,1,,
UiZKdPehrUA - 59,memang akan wujud kumpulan-kumpulan ini,0,0,,
UiZKdPehrUA - 60,mungkin disebabkan guru-guru mereke juge begitu,0,0,,
UiZKdPehrUA - 61,guru mereke okey...cume...diorang tu memang melebih-lebih,-1,-1,,
UiZKdPehrUA - 62,kadang orang tak tau ni die semangat lebih,-1,-1,,
UiZKdPehrUA - 63,"terime kasih OG Triple, terime kasih kerane beli Sahih Bukhari",1,1,,
UiZKdPehrUA - 64,saye mintak maaf disebabkan kelewatan penghantaran buku Sahih al-Bukhari,-1,-1,,
UiZKdPehrUA - 65,"isu ni adalah kalau kite tak bunuh die, die bunuh kite balik",-1,-1,,
UiZKdPehrUA - 66,jangan bawak fatwa ini keluar daripade perang..sebab die hanye citer tentang perang,-1,-1,,
UiZKdPehrUA - 67,aaaa umah saye ni dah ganas dah....sebab tu saye kene keluar rumah ni,-1,-1,,
UiZKdPehrUA - 68,"saye okey, saye macam awak la Si Kacak",1,1,,
UiZKdPehrUA - 69,"saye okey, saye takde masalah, saye tengok bola",1,1,,
UiZKdPehrUA - 70,"bukan tak boleh, boleh, tapi cume...adekah itu yang afdal, tak",-1,-1,,
UiZKdPehrUA - 71,"takpa, saya dah pikiaq nak bubuh dekat kontena",0,1,,
UiZKdPehrUA - 72,"doakan saye sahabat-sahabat, saye perlukan doa anda untuk..Allah Taala mudahkan urusan saya, Insyaallah",1,1,,
UiZKdPehrUA - 73,"kalau kite nak kejar bende tu kite tak dapat, kite rase tak puas hati",-1,-1,,
UiZKdPehrUA - 74,"mimpi bukan dalam tidoq saja, mimpi maksudnye kite ade...keinginan kite nak jadi sesuatu",0,1,,
UiZKdPehrUA - 75,mesti ade perkare yang perlu kite kite nak tuju,1,1,,
UiZKdPehrUA - 76,"kalau kite takde, kite tuliss.....tulis, tulis...aku nak ape? aku nak umah sebijik",0,1,,
UiZKdPehrUA - 77,Youtube ni tak berat sangat,1,0,,
UiZKdPehrUA - 78,saye tak tak pernah belajar tentang Adobe Premier ape semue ni saye susah sikit,-1,-1,,
UiZKdPehrUA - 79,"akhirnye bile saye dah belajar..dan saye ade..dah dah tahu banyak, so, mudah balik kepade saye lah",1,1,,
UiZKdPehrUA - 80,untuk mule-mule.....memang penat,-1,0,,
UiZKdPehrUA - 81,memang sakit lah awak tengok kadang sedih tengok video awak takde orang tengok,-1,-1,,
UiZKdPehrUA - 82,"awak tak- awak sedih la sikit, kan, sebab awak buat tu sunguh-sungguh dah",-1,-1,,
UiZKdPehrUA - 83,"semangat sungguh dah tapiii..takde orang tengok, sedih sikit",-1,-1,,
UiZKdPehrUA - 84,"tapi jangan risau, teruskan teruskan teruskan, buat kerje",1,1,,
UiZKdPehrUA - 85,paling sukar sekali adalah consistent...itu paling sukar,-1,-1,,
UiZKdPehrUA - 86,"Youtubers, memang kene consistent",1,1,,
UiZKdPehrUA - 87,so kalau saye tak terbitkan video...satu hari saye akan rase tak selese dah,-1,0,,
UiZKdPehrUA - 88,naik beam saje dah 10ribu memang terkejut beruk saye,-1,-1,,
UiZKdPehrUA - 89,saye pun anxiety jugakk....tapi cume hidup perlu diteruskann,1,1,,
UiZKdPehrUA - 90,pastikan kite dapat buat kerje dengan baik lah,1,1,,
UiZKdPehrUA - 91,"kite kene kene kene posi-..bukan positif la, bersemangat",1,1,,
UiZKdPehrUA - 92,saye duit poket duit kosong...tapi kadang-kadang..[tarik nafas] aa saye pikir orang lain pon susoh jugok,1,1,,
UiZKdPehrUA - 93,"orang yang tak kayee biase, kalau orang kaye..die takde duit die pening",-1,-1,,
UiZKdPehrUA - 94,"kalau kite rase orang perempuan tu dah bagus, pegi",1,1,,
UiZKdPehrUA - 95,"macam tu lah kite usaha, kite usaha, tak dapat takpe, tapi yang penting kite usaha",1,1,,
UiZKdPehrUA - 96,"aaaa bukan..awak..berkerje tetap......tetapi, sebagai seorang lelaki, mesti tetap bekerje",1,1,,
UiZKdPehrUA - 97,"tak perlu bekerje tetap, tetapi awak sentiase tetap bekerje",1,1,,
UiZKdPehrUA - 98,"aa- sentiase..bekerje ataupun..aa ad- tetap bekerje, die ade...aa tanggungjawab",1,1,,
UiZKdPehrUA - 99,yang paling penting ade lah tanggungjawab,1,1,,
UiZKdPehrUA - 100,media sosial....die adalah media populariti,0,0,,
UiZKdPehrUA - 101,"dari sudut orang nak kritik, orang nak caci, orang nak maki tu bende biase",-1,-1,,
UiZKdPehrUA - 102,awak tak boleh jadikan netizen sebagai hujaahh,-1,-1,,
06XlnOG_aXY - 1,saye tengok tajuk saje pun saye memang dah rase pelik tahap wali kutub selatan dah,-1,-1,,
06XlnOG_aXY - 2,"macam biase, tajuk die kite jangan terlalu...pelik sangat",1,0,,
06XlnOG_aXY - 3,"die cume click bit biasenye, nak bagi kite click, nak bagi kite tengok, nak bagi kite renungkan",-1,0,all MM shows 0,
06XlnOG_aXY - 4,"jadi kite kene tengok content, macam mane pun kene tengok content",1,1,,
06XlnOG_aXY - 5,"content okey, kite okey. Kalau content ade masalah, kite kene jelaskan satu persatu",1,1,,
06XlnOG_aXY - 6,"content saye adelah content kritikan ataupun pujian kepade kenyataan, mane-mane ustad",0,0,,
06XlnOG_aXY - 7,batang tubuh ustad adelah mulie di sisi saye,1,1,,
06XlnOG_aXY - 8,saye melihat potongan ni takde masalah untuk diulas,1,1,,
06XlnOG_aXY - 9,ia bukanlah potongan yang boleh merosakkan maksud daripade penyampai,1,0,,
06XlnOG_aXY - 10,saye yakin memang pandangan ini adelah pandangan jujur daripade pemilik video,1,1,,
06XlnOG_aXY - 11,"secare umumnye, apebile die ajar orang bahkan die sebutkan, beerti die telah meyakini kenyataannye sendiri",1,0,,
06XlnOG_aXY - 12,die bersetuju dengan kenyataan berkenaan,1,1,,
06XlnOG_aXY - 13,amalan ini tiade sandaran daripade ajaran Nabi SAW,-1,-1,,
06XlnOG_aXY - 14,"sameade ustad dalam video ni ataupon bro dalam video ini, die sendiri yang reke ataupon die dengaq daripade orang lain",-1,-1,,
06XlnOG_aXY - 15,bace yang tu cukup lah,1,-1,,
06XlnOG_aXY - 16,tak perlu lagi kite nak tambah itu tambah ini,-1,0,,
06XlnOG_aXY - 17,"saye nasihatkan diri saye dan juge kepade anda juge yang sedang menonton, dahulukanlah ape yang datang daripade nabi",1,1,,
06XlnOG_aXY - 18,itu ade lah tande cinte dan kasih kite kepade baginde,1,1,,
06XlnOG_aXY - 19,agame bukanlah rekaan seseorang yang merenung di dinding lalu mengatekan ayat 58 surah Yasin boleh menjadi pelitup muke ghaib!,-1,-1,,
06XlnOG_aXY - 20,"kite kene bawak balik, masyarakat kepade Allah dan Rasul",1,1,,
06XlnOG_aXY - 21,tak perlu lagi kepade amalan baru atau ciptaan yang baru,-1,-1,,
06XlnOG_aXY - 22,"setelah saye sebutkan ini, pasti akan ade yang mempertikaikan",-1,-1,,
06XlnOG_aXY - 23,ustad tu bukan amik kata-kata jampi jawa,1,-1,,
06XlnOG_aXY - 24,bukan kata-kata yang tak difahami,0,-1,,
06XlnOG_aXY - 25,"die suruh hang baca Quran, baca Quran takkan baca Quran salah!",-1,-1,,
06XlnOG_aXY - 26,baca Quran tak salah banngg,1,1,,
06XlnOG_aXY - 27,tetapi mendahulukan ape yang diajarkan oleh Nabi itu lebih utame,1,1,,
06XlnOG_aXY - 28,"jika setiap orang diberi kebenaran untuk mencipte agame dan amalan-amalan yang baru, pastinye tidak bergune lagi ajaran Nabi Muhammad SAW",0,0,,
06XlnOG_aXY - 29,"jike orang sudah tahu ape yang dikehendaki oleh Allah dan Rasulnye tanpe melalui jalan wahyu, nescaye sie-sielah perjuangan Nabi Muhammad SAW",0,0,,
06XlnOG_aXY - 30,sedangkan tu adelah kate-kate yang cuuukupp hine,-1,-1,,
06XlnOG_aXY - 31,"walaupun niat die bagus, iaitu nak ajok orang bace AlQuran, tetapi perbuatannye begitu hine",-1,-1,,
06XlnOG_aXY - 32,"jike sekadar cinte saje, Abu Talib lebih cintekan Nabi berbanding kite",-1,0,,
cCTeG0XWRn8 - 1,sejujurnye saye antare orang yang pernah ade pemikiran yang macam tu,-1,0,2/3 neutral (with 1 inbetween),
cCTeG0XWRn8 - 2,tingkatan satu lagi saye dah tanam dalam-dalam dalam otak saye yang saye taknak masuk tingkatan enam,-1,-1,,
cCTeG0XWRn8 - 3,tingkatan enam tu tempat untuk budak bodoh sebab diorang tak dapat universiti,-1,-1,,
cCTeG0XWRn8 - 4,ilmu tu tak semestinye kite hanye akan dapat bile kite dekat universiti,0,0,,
cCTeG0XWRn8 - 5,korang jangannn amik hati tapi korang educate diorang,1,1,,
cCTeG0XWRn8 - 6,bukan bermaksud setiap sem saye dekan pun sebelum tu,0,0,,
cCTeG0XWRn8 - 7,"kalau korang usehe, saye nak cakap memmang korang boleh buat",1,1,,
Pj-JW38Ik9k - 1,"kesudahannye bile diorang kalah, habis kene hentam macam tu aje",-1,-1,,
Pj-JW38Ik9k - 2,"tak pernah lagi ade satu atlet dalam dunie ni lah, tak payah cakap Malaysia, dalam dunie ni, pergi bertanding semate-mate untuk kalah",-1,0,,
Pj-JW38Ik9k - 3,adelah untuk maruah mereke dan juge lencane di dade,1,1,,
Pj-JW38Ik9k - 4,"aa, so makcik pakcik,..saye marah ni marah, marah",-1,-1,,
mf6UCK_NkZw - 1,ade orang kata tak penting pon kete mahai ni,0,0,,
mf6UCK_NkZw - 2,"bila hang dah tahu, BMW kadang-kadang depa pakai ni BMW lamaa..kan, harga pun 30 ribu..kan, hang macam, dah tahu hang jadi macam, bodoh giler aku dulu,kan",-1,-1,,
mf6UCK_NkZw - 3,sebab mahai wei nak bayaq bulan-bulan,-1,-1,,
mf6UCK_NkZw - 4,"itu le cakap, orang baru nak kaya, hang memang..teringin nak tunjuk weii",-1,1,,
mf6UCK_NkZw - 5,"sebab nak mintak kontrak dengan goverment nanti, alih- kalau aku pakai Ferrari ni mampuih depa tak bagi aku..projek,kan",-1,-1,,
pmFLJnUEBJQ - 1,"kalau nak diikutkan, politik ni satu bende yang bagus",1,1,,
pmFLJnUEBJQ - 2,dengan betul dan jugak dengan cara yang baik,1,1,,
pmFLJnUEBJQ - 3,aa ini merupekan satu..kebiadaban,-1,-1,,
pmFLJnUEBJQ - 4,"sesetengah berlaku keaadaan yang tidak adil, kezaliman, khianat",-1,-1,,
pmFLJnUEBJQ - 5,menyebabkan..politik tu dia jadi kotor,-1,-1,,
pmFLJnUEBJQ - 6,"wujud..kefahaman dalam sesetengah dalam masyarakat kite ni bahawa politik harini ni, [mtchh] [tarik nafas] die lebih kepade aaa siape dapat ape, bagaimana nak dapat dan bile nak dapat",-1,-1,,
pmFLJnUEBJQ - 7,"tengok dalam suasana orang berpolitik ni, harini dia berkawan, esok dia boleh bergaduh",-1,-1,,
pmFLJnUEBJQ - 8,"harini dia berkawan baik, esok dia bermusuh, die bergaduh habih",-1,-1,,
pmFLJnUEBJQ - 9,"mereka ni bergaduh, bertelagah macam takdak harapan dah nak berbaik-baik dah nampak gaya tu",-1,-1,,
pmFLJnUEBJQ - 10,"gaduh sungguh nampak diorang ni macam takda [tarik nafas], takda penghujung dah",-1,-1,,
pmFLJnUEBJQ - 11,tapi tengok aihh boleh berbaik-baik pulakk,-1,1,,
pmFLJnUEBJQ - 12,"ahli politik mahupon wakil rakyat yang menonton, moga-moga kalian semua yang dihormati ambil iktibar",1,1,,
pmFLJnUEBJQ - 13,"sebab ade setengah orang die kate, ""ala nak buat macam mane ustad, orang politik memang mulut manihh""",-1,-1,,
pmFLJnUEBJQ - 14,sebenarnye orang mulut manih ni takda masalah,1,1,,
pmFLJnUEBJQ - 15,mulut manih ni bagos,1,1,,
pmFLJnUEBJQ - 16,"tuan tuan, kalau orang jenih mulut manih ni die die package sebenarnye",1,1,,
pmFLJnUEBJQ - 17,"orang kalau mulut manih, baguhnya apa, dia mungkin pandai amik hatiii",1,1,,
pmFLJnUEBJQ - 18,kalau mungkin orang nak maghah-maghah pon tak jadi maghah,1,1,,
pmFLJnUEBJQ - 19,"orang jadi sejukkk hati, dia orang mulut manih",1,1,,
pmFLJnUEBJQ - 20,jenih mulut manih ni dia pandai pujukk,1,1,,
pmFLJnUEBJQ - 21,"aa aa seorang suami ha kan isteri tu kalau be- be- be- bermuram, apa, merajuk, a suami boleh pujuk",1,1,,
pmFLJnUEBJQ - 22,"akan tetapi, masalah mulut manih ni apabila, [tarik nafas] dia punya bersemut mulut dia itu [gelak], mulut manihnye itu bertujuan untuk menipu",-1,-1,,
pmFLJnUEBJQ - 23,bertujuan untuk menipu tuulah yang bahaya,-1,-1,,
pmFLJnUEBJQ - 24,"mulut manih ni bercakap ni, [tarik nafas] penampilan die, die punye kelakuan die tu, meng- mengujekan orang",1,1,,
pmFLJnUEBJQ - 25,uu dia ni macam [tchh] ade ade..tokoh haa,1,0,,
pmFLJnUEBJQ - 26,"jalan ke, gaye penampilannye ke, atau bile die bercakap tu oooiii ini oghang hebat ni semue kan",1,1,,
pmFLJnUEBJQ - 27,akal mereka kosong daripade ilmu,-1,-1,,
pmFLJnUEBJQ - 28,"jenih, jenih pandai mengayat gitu je, malas menipu",-1,-1,,
pmFLJnUEBJQ - 29,jangan melampau dalam politik,-1,-1,,
pmFLJnUEBJQ - 30,"jangankan kate politik, ape sahaje yang kite buat, tak boleh melampau",1,1,,
pmFLJnUEBJQ - 31,"kerje melampau sangat pun tak boleh, sakit badan",1,-1,,
pmFLJnUEBJQ - 32,malah yang tak boleh melampau jugak dalam beragama,1,-1,,
pmFLJnUEBJQ - 33,dalam beragame pun kite tak boleh malampau [gelak],1,1,,
pmFLJnUEBJQ - 34,"bende agame ni kan bende elok a, dok, dalam agama pun kite dilarang daripade melampau",1,1,,
pmFLJnUEBJQ - 35,"die, orang alim ni, orang soleh, tok-tok guru ni kite hormaatt",1,1,,
pmFLJnUEBJQ - 36,"kita hormat, santun pada mereka",1,1,,
pmFLJnUEBJQ - 37,"apa ilmu yang diajar, amal kan, cukup laa",1,1,,
pmFLJnUEBJQ - 38,tapi ni sampai tahap die memuje-muje,-1,-1,,
pmFLJnUEBJQ - 39,"tok guru tu meninggal, dibuatkan patung peringatan,[tarik nafas] last-last bukan hormat, dia jadi sembah dah, melampau aahh",-1,-1,,
pmFLJnUEBJQ - 40,"kalau dalam beragama pun tak boleh malampau, maka dalam politik pun jangan melampau",1,1,,
pmFLJnUEBJQ - 41,maka keadaan-keadaan yang tak sehat yang kita sering dok tengok dalam masyarakat kita [tarik nafas] yang harini alhamdulillah lah nampak makin lama makin baiikk,1,1,,
pmFLJnUEBJQ - 42,makin berubah kearah yang lebih positif,1,1,,
pmFLJnUEBJQ - 43,"kalau dulu-dulu ni saye tengok, ade setengahnya tu kerana berbeza pahaman politik, adik-beradik bergaduh",-1,-1,,
pmFLJnUEBJQ - 44,ini imam ni parti ituuu...aaa aku tak boleh parti ini..Mufaraqah!,-1,-1,,
pmFLJnUEBJQ - 45,"die mufaraqah, punye terukla ya Allahhh...",-1,-1,,
pmFLJnUEBJQ - 46,"elok jiran-jiran setengahnye tu datang, tengok kemah, warna kemah tu tak sama dengan warna perjuangan parti dia, U-turn balik",-1,-1,,
pmFLJnUEBJQ - 47,U-turn balik..terok la ya Allah..ape jadi ni?,-1,-1,,
pmFLJnUEBJQ - 48,"orang panggil makan kenduri, ko pegi makan sudahlah",-1,-1,,
pmFLJnUEBJQ - 49,"ko dok kire [tarik nafas] warna kemah dengan warna parti ka- parti kau tu [tarik nafas], ape cerrr?",-1,-1,,
pmFLJnUEBJQ - 50,"nanti kalau die dapat kuase, die pegang tampuk pemerintahan, kau tunggu, aku balah balik!",-1,-1,,
pmFLJnUEBJQ - 51,ambil lah contoh Nabi Yusuf alaihissalam,1,0,,
pmFLJnUEBJQ - 52,"tak kesahlah, ahli politik ke, wakil rakyat la, pemimpin la, kene senantiasa belajar dan dalami ilmu",1,1,,
pmFLJnUEBJQ - 53,seorang pemimpin yang bagos adalah seorang yang...pelajar ataupun seorang penuntut yang bagus,1,1,,
pmFLJnUEBJQ - 54,"berhenti daripade belajar, [tarik nafas] ertinye anda berhenti daripada memimpin",-1,-1,,
pmFLJnUEBJQ - 55,"maknenye kene belajar, bak- bagi dada tu penuh dengan ilmu sebelum kau tu nak diangkat jadi pemimpin",1,1,,
pmFLJnUEBJQ - 56,"sekarang ni bile kau ni dah jadi pemimpin, dah jadi wakil rakyat ke, dah jadi ahli politik ke, [tarik nafas] maka...[thchh] kena jugak teruskan menuntut ilmu",1,1,,
pmFLJnUEBJQ - 57,"kalau pemimpin..ada ilmu..apa yang dia cakap, apa cadangan yang dilontarkan, apa idea-idea yang diberikan, akan bernas InsyaAllah",1,1,,
pmFLJnUEBJQ - 58,"yang jadi masalah nya, yang jadi bahan masyarakat, apabila cakap, satu benda yang [thchh] ya Allaah..rakyat pikir apa punye cakap ni?",-1,-1,,
pmFLJnUEBJQ - 59,"samaada die tu bodoh, ataupun die ni orang yang..macam budak-budak",-1,-1,,
pmFLJnUEBJQ - 60,macam budak-budak...nak bergaduh sokmo..[tergelak kecil],-1,-1,,
pmFLJnUEBJQ - 61,"tak puah hati itu ini, bende kecik pun nak beso-beso, nak gaduh-gaduh",-1,-1,,
pmFLJnUEBJQ - 62,"sesetengahnye kite tengok, ade yang bile die bercakap, sombong sangat..",-1,-1,,
pmFLJnUEBJQ - 63,seolah-olah macam kerana dia lahh..semua bende tu ada,-1,-1,,
pmFLJnUEBJQ - 64,"sekolah yang dibangunkan, masjid ke, surau ke, jalan ke, padang itu, semua! Ha ini semua jasa dia laa",1,-1,,
pmFLJnUEBJQ - 65,ini semua bakti dia laa,1,-1,,
pmFLJnUEBJQ - 66,"eh, cakap tu ada lapik sket boleh dak?",-1,-1,,
pmFLJnUEBJQ - 67,"cakap tu dengan bahasa bahawa, ini semua berlaku dengan izin Allah",1,1,,
pmFLJnUEBJQ - 68,"cakap macam semua- [tarik nafas] semua kerana dia, kalau tak kerana dia takda ni semua ni, ha, itu sombong",-1,-1,,
pmFLJnUEBJQ - 69,"ini bahasa orang tawadhuk, bahasa orang merendah diri",1,1,,
pmFLJnUEBJQ - 70,merasekan diri tu masih lagi banyak kekurangan,1,-1,,
3VwHZqy4P7o - 1,"tunjuk darah period kat orang lain, lagi la kite rase segann",-1,-1,,
3VwHZqy4P7o - 2,jangan kacau anak I kalau anak I taknak solat,-1,-1,,
3VwHZqy4P7o - 3,"kalau I, you marah, marah la anak I tak solat ke ape",1,-1,,
3VwHZqy4P7o - 4,"Jadik kepade cikgu-cikgu dekat luar sane, you are very good",1,1,,
